07-19 06:39:21.581 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.220.96.193
07-19 06:39:30.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.76.76
07-19 06:39:30.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.651 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:30.659 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.659 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.667 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:30.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:30.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:30.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.690 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.690 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.690 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.690 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.706 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.714 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.722 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.745 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.745 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 169.60.66.38
07-19 06:39:30.745 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.753 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.753 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.761 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:30.776 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.204.60.158
07-19 06:39:30.776 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 75.75.75.75
07-19 06:39:30.784 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.784 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.792 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.800 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.800 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.808 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:30.815 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.839 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.839 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.839 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.847 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:30.854 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.854 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.854 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.870 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.878 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.878 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:30.878 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:30.886 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.886 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.886 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.893 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.893 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.893 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:30.925 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:30.925 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.925 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.933 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.933 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:30.964 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.225.168.34
07-19 06:39:31.003 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:31.120 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:31.128 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:31.128 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.136 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.136.131
07-19 06:39:31.198 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 72.30.2.182
07-19 06:39:31.214 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.11
07-19 06:39:31.214 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.11
07-19 06:39:31.268 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.204.60.158
07-19 06:39:31.276 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 72.30.2.182
07-19 06:39:31.276 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.202.209.24
07-19 06:39:31.284 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.284 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.11
07-19 06:39:31.284 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.284 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.284 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.292 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.292 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.233.244
07-19 06:39:31.292 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.292 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.300 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.30
07-19 06:39:31.300 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.300 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.300 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 66.235.134.195
07-19 06:39:31.308 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.308 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:31.315 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.204.9.179
07-19 06:39:31.315 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.204.9.179
07-19 06:39:31.323 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 199.38.167.128
07-19 06:39:31.323 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.331 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.339 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.347 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.23.90.214
07-19 06:39:31.354 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 107.21.221.207
07-19 06:39:31.354 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.32
07-19 06:39:31.354 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.32
07-19 06:39:31.354 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.138.91
07-19 06:39:31.354 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.32
07-19 06:39:31.362 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 74.121.138.91
07-19 06:39:31.362 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.192.91.123
07-19 06:39:31.362 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.370 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 34.226.10.128
07-19 06:39:31.370 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.233.244
07-19 06:39:31.378 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.386 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 34.196.234.23
07-19 06:39:31.386 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.425 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.425 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.80.55.102
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.202.209.24
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.30
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.17
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.84.98.202
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.204.9.179
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.204.60.158
07-19 06:39:31.433 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.204.9.179
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.204.60.158
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.204.60.158
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.96.220.116
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 66.235.134.195
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.32
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.32
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.32
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 54.192.91.123
07-19 06:39:31.440 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 107.21.221.207
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.23.90.214
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 34.226.10.128
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 34.196.234.23
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:31.448 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.456 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.209.190.17
07-19 06:39:31.456 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.479 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:31.495 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.495 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.495 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 173.241.244.143
07-19 06:39:31.503 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 199.38.167.128
07-19 06:39:31.511 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.511 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.511 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.511 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.511 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.518 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.518 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.204.60.158
07-19 06:39:31.534 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.542 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:31.573 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 216.58.216.194
07-19 06:39:31.581 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 52.196.44.87
07-19 06:39:31.589 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 68.67.178.170
07-19 06:39:31.589 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.589 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 169.60.66.38
07-19 06:39:31.604 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.612 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.96.220.116
07-19 06:39:31.612 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 35.190.145.212
07-19 06:39:31.612 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.612 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.612 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.612 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.620 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.628 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.636 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 169.60.66.38
07-19 06:39:31.643 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 169.60.66.38
07-19 06:39:31.643 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.643 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.651 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.659 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.659 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.659 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.659 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.667 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.667 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.667 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.667 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.675 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
07-19 06:39:31.683 11016-11052/com.nalindquist.mbz D/OutPacket: IPv4 Layer, Src: 192.168.0.0, Dst: 23.202.234.213
